seed,species,event_dist,event_ndist,seed_dist,seed_ndist,nfactor,norm_leafno,norm_median,norm_mean,norm_width,norm_sum,norm_kurt,norm_skew,norm_D,norm_S,whole_leafno,whole_median,whole_mean,whole_width,whole_sum,whole_kurt,whole_skew,whole_D,whole_S
Phy0024GXH_HUMAN,HUMAN,2.9368914,1.5331199031796632,3.4364798999999997,1.7939157476394458,1.9156306,149,1.9156306,1.798353061744966,2.9777232999999996,267.95460620000017,-0.6873592254156815,-0.04812794692088384,84,64,150,2.41039305,2.2859525413333337,3.4773118000000007,342.89288119999975,-0.3531084959699138,-0.18245675509888035,84,65
Phy0026FWZ_HUMAN,HUMAN,3.0125698,2.07118524533506,3.0572870999999995,2.101929034896789,1.4545148999999995,149,1.4545148999999995,1.5179308818791946,3.2754966000000003,226.17170139999996,0.02018761191956786,0.6046915600734636,122,26,150,1.4921322999999995,1.552528642666667,3.3202139000000006,232.87929640000007,0.08070865057810428,0.5191123662217161,123,26
Phy0007XEU_HUMAN,HUMAN,1.3282573,0.9336533710096336,2.5503612999999996,1.7926898839837064,1.4226450000000002,11,1.4226450000000002,1.6770402818181818,3.2038900000000003,18.4474431,2.8396093115416288,2.0204611274783075,0,10,14,2.6437150000000003,2.784967221428572,4.425994,38.9895411,1.804543361915372,-0.4427366065389599,0,13
Phy0008BXA_HUMAN,HUMAN,0.4954237,1.002798958547764,1.0085636999999998,2.041457903586525,0.49404090000000006,23,0.49404090000000006,0.5968212130434781,1.813239,13.726887900000001,7.753159993292261,2.7909071965207177,2,20,24,1.0071784,1.0850936625,2.326379,26.0422479,6.546399531987934,2.2727424725200542,2,21
Phy00082NO_HUMAN,HUMAN,0.9610534,0.8956077586447905,2.8718497000000003,2.6762829963264414,1.073074,73,1.073074,1.1138060794520548,1.5157700000000005,81.3078438,-0.6347982401022385,0.5162291739298673,12,60,150,3.38235485,3.3615517846666663,5.5698705,504.23276769999984,11.65283023324051,-1.4049110042643096,46,103
Phy00088XP_HUMAN,HUMAN,2.8250319,3.5957211528731907,3.2305974,4.111927871539125,0.7856649,47,0.7856649,0.9898033680851064,2.42232,46.52075829999999,3.738645387658684,1.9862981465388037,7,39,52,3.01488945,3.295871390384616,7.5889315,171.38531229999995,9.668644713332895,2.2890972968848518,7,44
Phy0008ERM_HUMAN,HUMAN,2.1484896,0.9802902307343349,2.3447686,1.0698463478308775,2.19168725,20,2.19168725,2.460252895,3.8798996,49.2050579,-1.2731814917257678,0.14990401696751288,4,15,21,2.3744019,2.539376995238096,4.0761786,53.32691690000001,-0.6384906599555769,-0.20267027017200392,5,15
Phy0008HCH_HUMAN,HUMAN,0.2733636,1.0,0.3377386,1.2354922162277642,0.2733636,7,0.2733636,0.3126684714285714,0.7129766,2.1886793,1.3077962481034708,1.631975404009932,0,6,8,0.31057615,0.3379599125,0.7773515999999999,2.7036792999999997,1.017925977845568,1.1153595352067882,0,7
Phy001R7JN_HUMAN,HUMAN,0.3785111,0.9525245248998588,1.0706861,2.694385366028586,0.3973767500000001,8,0.3973767500000001,0.41131595,0.49437650000000005,3.2905276,-0.9529307483624369,0.442127105032012,0,7,9,1.0741888000000002,1.0577891777777777,1.1865515,9.5201026,2.8961720749711715,-2.003557140342298,0,8
Phy001R4TW_HUMAN,HUMAN,0.6391931,4.131329479021578,1.7470028000000002,11.291492614005435,0.15471849999999998,10,0.15471849999999998,0.14929795,0.2005294,1.4929795,-0.06186631560150069,-0.6472810206786869,1,8,26,1.75177035,1.5094129076923075,2.3651487,39.244735600000006,-0.2692933545786458,-0.9701997338885251,3,22
Phy00087JV_HUMAN,HUMAN,1.4433817,1.4481930317092475,8.0442552,8.071069714913861,0.9966777,38,0.9966777,0.9617919605263155,1.6106009999999995,36.54809449999999,-0.9624975046539666,0.3012392390664853,4,33,145,8.4562199,8.337059831034482,9.716767900000004,1208.8736754999998,22.30209856129565,-4.476953052519583,21,123
Phy003J1TG_HUMAN,HUMAN,1.503914,1.0132963674616782,1.7907905,1.2065859540737585,1.4841798000000002,15,1.4841798000000002,1.35261826,2.106589,20.289273899999998,0.17063557543020558,-0.41007746717404536,2,12,16,1.7366729,1.5549561187499998,2.3934655,24.8792979,0.9117813647133732,-1.0003753504588633,3,12
Phy000892R_HUMAN,HUMAN,0.5256898,1.941873432609552,1.2716948,4.697580867096372,0.27071270000000003,14,0.27071270000000003,0.2448606642857143,0.3885848,3.4280492999999996,-0.1326848486900989,-0.5899488159301234,1,12,32,1.27536665,1.4350226125,2.3199051,45.9207236,1.0458371801227493,-0.24057657699774046,3,28
Phy001RM96_HUMAN,HUMAN,1.2679714999999998,1.0863739851106868,5.501618499999998,4.7136826138471415,1.1671593,27,1.1671593,1.1868189703703704,1.5255439999999996,32.04411220000001,1.0157481870345304,0.4147595769642,3,23,101,5.745342099999999,6.279169011881187,9.116904999999996,634.1960701999998,0.7807867893229159,0.2562901365210337,15,85
Phy0008HMK_HUMAN,HUMAN,1.072396,1.3470711487724671,3.446736,4.329556080995655,0.7960945500000001,16,0.7960945500000001,0.96995595625,1.8125560000000005,15.519295300000005,0.3642104886166329,1.4493710503625394,0,15,26,3.48747715,3.6519903192307686,5.07838,94.95174830000002,3.9897145018655222,-1.9839341366013208,2,23
Phy00248SV_HUMAN,HUMAN,0.17593509999999998,0.2494032138244165,0.5799346,0.8221074307967964,0.7054243499999999,30,0.7054243499999999,0.7916886900000001,1.9494513,23.750660699999997,-1.0995115033575202,0.5748398501961585,24,5,31,1.1003045,1.1701498451612906,2.3534507999999996,36.27464520000001,-1.0572727599410874,0.5999776415928272,25,5
Phy00083U4_HUMAN,HUMAN,0.23778520000000003,0.3179384326986203,0.6390402,0.8544494763316338,0.747897,23,0.747897,0.5761570130434783,1.1821585,13.2516113,-1.568429465036403,0.011207282459996295,4,18,24,0.93900365,0.9534054708333332,1.5834135,22.8817313,-1.5111495260889272,0.019641286194553347,5,18
Phy000868H_HUMAN,HUMAN,1.0635583,1.4531302378050153,1.4508288,1.9822544745862685,0.7319084499999999,14,0.7319084499999999,0.7605084714285714,1.2344,10.6471186,6.0920096941294375,2.600889526654804,0,13,17,1.4381516,1.4412100882352945,1.9401925,24.5005715,5.316563576463325,-1.8714483601830312,0,16
Phy000835L_HUMAN,HUMAN,1.0133745,1.3014664662318491,6.1603425000000005,7.911664625716232,0.7786405000000001,26,0.7786405000000001,0.8814939807692307,1.7678470000000002,22.9188435,4.179374132872039,1.9237811522063544,3,22,150,6.5268519,6.633279092666666,9.169213000000001,994.9918639,1.301586508865478,-0.7949276907474441,22,127
Phy000866E_HUMAN,HUMAN,0.711325,1.010564883500725,0.9363125,1.3302000245777563,0.7038884999999999,6,0.7038884999999999,0.8361299999999999,1.288914,5.016780000000001,-1.4050582282010018,0.4241642315032981,0,5,7,0.9214395000000001,0.9416703571428572,1.5139015,6.591692500000001,-0.8397862104340033,-0.09071010701025516,0,6
Phy0008J8B_HUMAN,HUMAN,0.9552104,2.1801841404742714,1.2871024,2.937698584151065,0.43813290000000005,9,0.43813290000000005,0.8144264666666666,2.8815595000000003,7.329838200000001,2.9329662435808697,2.0836572629094787,3,5,10,0.75633255,1.06487582,3.2134515,10.6487582,3.2611614479614195,2.0707694346888164,3,6
Phy0008311_HUMAN,HUMAN,0.978714,0.9854167058918056,1.827234,1.8397477804276912,0.9931981,9,0.9931981,1.0949277999999998,1.4124759999999996,9.854350199999999,-1.1683711006569293,0.7377617408716878,0,8,10,1.8383797999999998,1.83395502,2.260996,18.3395502,2.4166776908592693,-1.639789256706095,0,9
Phy0007XEJ_HUMAN,HUMAN,3.4129822,1.0195066726955184,3.6538537000000004,1.0914584401299277,3.3476801,18,3.3476801,3.1640982666666666,4.184273,56.95376879999999,7.355727384038907,-2.5239240701490275,1,16,19,3.574291,3.238438278947368,4.4251445,61.530327299999996,3.2062587250411525,-2.0158509915685943,1,17
Phy00083ES_HUMAN,HUMAN,1.0321996999999998,0.5749946710478875,2.6542107,1.4785481998670251,1.79514655,12,1.79514655,1.7488190333333329,1.8385398000000002,20.985828399999995,1.336689874339868,-1.6481551710486897,2,9,31,2.8008330000000004,3.3782360838709677,5.2251340000000015,104.72531859999998,-0.7239264386270343,-0.2260784182271055,5,25
Phy0024E86_HUMAN,HUMAN,1.2725540000000002,1.0690118910240498,3.2930311000000003,2.7663182885850084,1.1904021,29,1.1904021,1.2560396413793102,2.4166990000000004,36.425149600000005,6.2229143701840846,2.237629433072025,4,24,43,3.4567906,3.234850486046511,4.871871099999999,139.0985709,2.5663230134409707,-1.814111114636588,8,34
Phy001R4V5_HUMAN,HUMAN,3.0784928,2.1508469298361144,5.5650948,3.8881582132746666,1.4312932999999997,51,1.4312932999999997,1.4950491352941175,2.602985,76.24750590000002,-1.1643973407152777,0.2929641945286209,8,42,150,5.5834334499999985,5.595454680666666,8.023596099999997,839.3182021000001,-0.3101800491192672,-0.11674872437058993,26,123
Phy001R5P5_HUMAN,HUMAN,4.5402089000000005,0.961207818494206,4.545884300000001,0.9624093576685558,4.723441500000002,59,4.723441500000002,4.314419435593221,5.3529566000000015,254.5507467,4.6712290970753125,-2.510155531736434,25,33,60,4.724365200000001,4.248187845,5.358632000000001,254.89127070000006,3.5368852680244984,-2.2907196499096734,26,33
Phy001RCFD_HUMAN,HUMAN,0.4932679,0.9534651474019088,0.6851724,1.3244081022943508,0.5173423500000001,6,0.5173423500000001,0.7194851,1.2814260000000002,4.3169106,-1.4446409518650756,0.5165713263123125,0,5,7,0.6907435000000001,0.8086060142857142,1.4733305,5.6602421,-1.1321381745537278,0.4310912389123207,0,6
Phy00086A7_HUMAN,HUMAN,2.4484232000000006,1.0052222698881264,2.5069367,1.029245516069219,2.4357033,26,2.4357033,2.050539453846154,2.5868848,53.31402579999999,0.10085828016739873,-1.215095665868516,6,19,27,2.4935894000000003,2.0331070481481484,2.6453982999999996,54.8938903,0.17251839494335064,-1.2132045603235382,7,19
Phy001R8DB_HUMAN,HUMAN,0.0031006999999999996,0.013271516296524887,4.2199097000000005,18.061921615575017,0.2336357,13,0.2336357,0.3078346384615385,0.723429,4.0018503,-1.4538284070239773,0.3275888828359067,0,12,16,4.50256715,4.9088765875,7.943880999999998,78.54202539999999,2.455583021040677,1.988654203928253,1,14
Phy0026DZM_HUMAN,HUMAN,2.6014935,1.4255004949400496,2.9987064999999995,1.6431552106241831,1.8249685,149,1.8249685,1.773066262416107,2.754409799999999,264.1868731,-0.08111635643792736,-0.012906246475486905,60,88,150,2.2203954,2.1584588206666666,3.151622799999999,323.7688231,2.3770752655837537,-0.6196656665827548,60,89
Phy001R5PK_HUMAN,HUMAN,0.7282903999999999,0.5913233301238957,1.6787004,1.362992991268752,1.23162805,20,1.23162805,1.114501205,1.6706235000000005,22.290024100000004,-1.7725218742926423,-0.014949152144959768,1,18,21,2.045747,2.011839719047619,2.6210335,42.248634100000004,-0.6539965966542987,-0.4292500769972112,1,19
Phy001R5N3_HUMAN,HUMAN,1.4476937,1.0688211759963442,1.7035551999999998,1.2577217627172699,1.3544770000000002,25,1.3544770000000002,1.238875464,1.5274020000000001,30.9718866,-0.9656287361090978,-0.7119848718776124,3,21,26,1.5862436999999998,1.447087907692307,1.7832635,37.62428559999999,3.357440418898501,-1.721951406283876,4,21
Phy00262RV_HUMAN,HUMAN,0.051556500000000005,0.4023496441937263,0.06790705,0.5299501984375506,0.12813855,4,0.12813855,0.12872515,0.2168415,0.5149005999999999,-1.9821554222827955,0.0028421101500777732,2,1,5,0.06790705,0.11933067,0.23319205,0.59665335,-1.7423677312687218,0.29618181040817165,3,1
Phy00086DS_HUMAN,HUMAN,0.9328995999999999,1.2676279028813715,4.402009800000001,5.981469443482713,0.7359412,35,0.7359412,0.7965148114285715,1.159573,27.878018399999995,0.6834463027291582,1.098687297071134,4,30,150,1.7217252,2.4865045520000004,5.080237199999999,372.97568280000013,-1.5195557017380854,0.3970833024274086,29,120
Phy00089BP_HUMAN,HUMAN,2.8705684,5.833365813531421,3.2941379,6.694113754933755,0.4920947,11,0.4920947,0.556053,0.951942,6.116583,-0.8163362977896864,0.6271023741248608,0,10,25,2.2297905,2.5181092919999997,4.0320635000000005,62.9527323,-0.9464635677331524,-0.22812534860077724,2,22
Phy0024FCK_HUMAN,HUMAN,0.2368569,1.0130131076271014,0.3689474,1.5779508733962966,0.23381425,4,0.23381425,0.327162025,0.6484293000000001,1.3086481,-0.6873159029923528,1.125473273414803,0,3,5,0.36286209999999997,0.39382012,0.7805198,1.9691006000000002,-0.31122740664524473,0.8313625436878459,0,4
Phy0008DJJ_HUMAN,HUMAN,2.6744926,1.2010643404021109,3.4124875999999995,1.5324840189964941,2.2267688,149,2.2267688,2.2112421791946306,2.9177564,329.4750846999998,0.8247534522982369,-0.4083082357145988,46,102,150,2.95886995,2.9344955646666664,3.6557514,440.17433470000003,9.97481404538736,-1.8834560215412557,46,103
Phy001RF4F_HUMAN,HUMAN,0.2645901,0.9283934823356532,0.3855611,1.3528564080143777,0.2849978,6,0.2849978,0.3392099166666667,0.5630739,2.0352595,-1.248155077745222,0.2739223635393023,0,5,7,0.3863042,0.4117223571428572,0.6840449000000001,2.8820565,-1.0260192811390914,0.044624330411523264,0,6
Phy00086CH_HUMAN,HUMAN,1.4766793,0.9975343323948258,1.5503638000000002,1.0473100816149483,1.4803293000000002,10,1.4803293000000002,1.31949481,1.653648,13.1949481,0.00880916079489813,-1.298897217641903,0,9,11,1.5503638000000002,1.2732252363636365,1.7273325000000002,14.0054776,0.22079672318251164,-1.2653172791460765,0,10
Phy0008088_HUMAN,HUMAN,2.5236593,1.5554515845482495,3.4482392999999996,2.125314333470666,1.62246085,52,1.62246085,1.6347437000000002,2.278456,85.0066724,-0.3194340047148567,0.361173413441166,7,44,150,2.8057272999999996,2.9151046660000004,3.9134206,437.26569990000013,2.3073883122808287,-0.05842259764307954,20,129
Phy0008EA8_HUMAN,HUMAN,1.3273482,1.6624425984663702,1.6064207,2.0119680749468487,0.7984325,39,0.7984325,0.8352879564102563,1.1148243999999998,32.57623029999999,0.1892041715199757,0.11465685854338095,3,35,43,1.6268033000000002,1.6070233627906978,1.9459918999999999,69.10200460000001,12.79942694321874,-3.224287938188477,3,39
Phy0008AQM_HUMAN,HUMAN,2.0095488,2.6548604101821565,6.3449658000000015,8.382477950463183,0.7569319999999999,32,0.7569319999999999,0.7916270249999999,1.022273,25.332064800000005,-0.7400590114627716,0.5475909472876714,4,27,150,5.744717100000001,5.6961085146666655,8.927452000000002,854.4162772000002,-1.0216247067136888,-0.3062166448588827,24,125
Phy001R7P2_HUMAN,HUMAN,3.7084607,0.6963649776061409,8.1460777,1.5296490037331076,5.3254555,42,5.3254555,5.079818380952379,7.1684589999999995,213.352372,-1.7011101001459492,-0.13844521109803878,7,34,141,8.651303,9.106082781560287,12.5338,1283.9576722000004,2.7422178201653202,-0.5232902815846645,36,104
Phy0008BN7_HUMAN,HUMAN,3.8080296,1.0570647441710157,8.752946000000001,2.4297160463859617,3.60245635,38,3.60245635,3.5903520763157886,5.276626000000001,136.4333789,7.356374245672933,2.0908438504809914,4,33,150,5.3474461999999985,5.725752789333332,10.221542400000006,858.8629184000001,-0.3009036142343691,-0.17897648059142407,49,100
Phy00087LD_HUMAN,HUMAN,1.5858092,2.5956666956109054,3.1455291999999995,5.1486303550967,0.6109448499999999,52,0.6109448499999999,0.6542893038461537,0.994132,34.02304379999999,-0.04313540168964503,1.0240216629068326,5,46,150,3.2906955,3.4625828593333328,4.5216108,519.3874288999998,4.5939941546381196,-0.17192249211989336,23,126
Phy0008792_HUMAN,HUMAN,2.6831375,0.7298680910596937,2.9293125,0.7968327089060099,3.6761951,77,3.6761951,3.6103601220779216,5.456131300000003,277.99772939999997,0.26632354984620843,-0.6327519117110647,15,61,78,3.91044475,3.8102484538461536,5.702306300000001,297.1993794,0.4728550796368123,-0.7513379179386526,16,61
Phy0008E2P_HUMAN,HUMAN,1.8140087000000005,3.899315387540436,1.8878147000000003,4.057965603216254,0.4652121,15,0.4652121,0.56261464,1.349745,8.439219600000001,1.7681695068295005,1.6151549031129564,1,13,19,1.9466650000000003,1.9525482421052631,4.921019,37.0984166,2.7476435322658155,0.7574980213368,1,17
Phy0008EIF_HUMAN,HUMAN,1.2031997,1.4932517588094985,1.4465947000000001,1.7953213253456588,0.8057581,149,0.8057581,0.8533381342281878,1.3486374000000008,127.14738199999998,-0.6570511180495102,0.2977639110204273,101,47,150,1.04842325,1.0910442133333331,1.5920324,163.656632,0.24202412221890146,-0.015963574604276675,102,47
Phy0008A3C_HUMAN,HUMAN,0.3666007,0.9621674183858662,5.1793804,13.593621256878002,0.3810155,17,0.3810155,0.4800545647058824,0.946511,8.160927599999999,0.6960236545629049,1.3556022114236836,1,15,26,5.1937952,4.81869525,5.759290699999998,125.28607649999998,4.010859813705824,-2.3963583705947924,5,20
Phy00089A2_HUMAN,HUMAN,0.926633,0.8071312462251451,3.022625,2.632816965423505,1.1480574,41,1.1480574,1.1434804634146345,1.5215026000000003,46.882699,-0.821967066421267,0.058538264275122064,5,35,150,3.36022275,3.4695652433333333,4.756295400000001,520.4347865000002,1.3921430593415678,-0.1781608538510888,27,122
Phy00089S0_HUMAN,HUMAN,0.1572509,1.3140059278249294,0.61448415,5.134697579819658,0.1196729,20,0.1196729,0.24966645000000004,1.0491441000000001,4.993329,3.402276122193584,2.0094238697631317,5,14,63,0.6819286499999999,1.3969811801587302,3.5738578500000004,88.00981434999998,-0.7965029298836128,1.0234535895330188,15,47
Phy001R7QI_HUMAN,HUMAN,0.7469581999999999,0.9967465812147724,1.7518381999999997,2.3376659318974484,0.7493963,24,0.7493963,0.7712815083333333,1.3672799999999998,18.5107562,4.960586685118722,2.0807370017659057,1,22,25,1.7534726999999999,1.745310248,2.37216,43.6327562,4.907149640322071,-0.4506964292313223,1,23
Phy0007ZN7_HUMAN,HUMAN,0.5915505999999999,1.0107672100649108,5.0451571,8.62052944635028,0.5852491,13,0.5852491,0.5741083923076923,0.6358687,7.4634091,-0.5802808972016176,-0.7664463116421758,0,12,15,5.0382346,4.470506706666668,5.089475200000001,67.05760060000001,2.894186636064367,-2.1919917603889485,0,14
Phy00085W9_HUMAN,HUMAN,0.9327566999999999,1.0690281809964313,5.0680165000000015,5.808430494527568,0.8725277000000001,48,0.8725277000000001,0.8898321458333333,1.3368593,42.71194300000001,0.5663805651716856,0.5437460333211735,8,39,150,3.2926188,3.563939491333334,6.651634500000001,534.5909237000003,-1.6215789600793764,-0.07060954413853293,33,116
Phy00088K0_HUMAN,HUMAN,0.46324170000000003,1.23921638389779,1.06122225,2.8388722326959686,0.37381825,42,0.37381825,0.4437270095238096,1.1666537,18.6365344,4.259852868780071,1.8132866485944752,19,22,70,1.1382495499999998,1.1612556585714284,1.91575325,81.28789610000003,4.932534705658748,-1.49466004210376,27,42
Phy001R7VT_HUMAN,HUMAN,1.2084629999999998,1.3128917203264894,4.767755999999999,5.1797592288195355,0.920459,44,0.920459,0.8755948886363636,1.3565326000000002,38.5261751,-1.4439844186316355,-0.0244524277677167,5,38,63,4.8558677,5.1881113444444455,9.406156,326.85101470000006,2.927731344919523,0.3875392869418754,8,54
Phy0008DQH_HUMAN,HUMAN,1.5439457,1.0860908513183596,1.9348997,1.3611080120166394,1.4215622,28,1.4215622,1.3916901535714286,1.6200483,38.96732430000001,2.6530092097306976,-1.4646319529586058,2,25,29,1.8125136000000002,1.7346548379310347,2.0110023,50.30499030000001,11.792214473568055,-3.2688004106746567,2,26
Phy0007ZIW_HUMAN,HUMAN,0.5840309,1.0010277989051837,1.3140558999999998,2.2522891943138115,0.5834312500000001,10,0.5834312500000001,0.61251045,0.8561070000000001,6.1251045,-0.3916053445393848,0.8516145937037035,1,8,11,1.3128566000000002,1.2868526818181822,1.5861319999999999,14.1553795,1.9506458880102064,-1.2584935797290322,1,9
Phy00081PV_HUMAN,HUMAN,1.0999069,1.2995087086858597,2.5762171000000005,3.0437272071985646,0.8464021,61,0.8464021,0.9016822295081968,1.5700251,55.00261599999998,-0.9543994487376946,0.5505855687825326,29,31,150,2.11476395,2.1055299413333333,3.2625781999999983,315.82949119999995,0.38579771759550097,-0.4260812944718684,69,80
Phy00085UB_HUMAN,HUMAN,2.7684625,1.3251144174138236,3.4276975,1.6406548312586209,2.08922525,90,2.08922525,1.9839847777777784,2.9064611000000005,178.55863000000005,0.4379500957209328,-1.0443830987456908,21,68,95,3.5335673000000005,3.3371733463157893,4.351946099999998,317.03146789999994,1.7484528079767625,-1.3416756430705266,22,72
Phy00087AF_HUMAN,HUMAN,2.0013331,1.297508627547339,2.0514776,1.3300184188329816,1.5424429999999998,149,1.5424429999999998,1.5347095724832218,2.228768,228.6717263,2.5092279554810064,-1.1620720307506198,38,110,150,1.59201165,1.5746226753333332,2.2789125,236.19340129999992,2.7739640040025035,-1.2889819656178505,39,110
Phy000867H_HUMAN,HUMAN,4.4773443,1.0041780642877975,4.668740799999999,1.0471044407296224,4.4587155,149,4.4587155,4.3193744939597325,5.3951986000000005,643.5867995999996,6.79972927973696,-2.346275105950754,57,91,150,4.64885975,4.4819751640000005,5.586595100000001,672.2962746000001,8.334580008026318,-2.6053293208743042,57,92
Phy00085Y5_HUMAN,HUMAN,0.7963578,2.3995288671327573,3.001179,9.042939801597498,0.33188090000000003,24,0.33188090000000003,0.4618261416666667,0.7695152000000001,11.0838274,-1.4949795689468195,0.5901606024855477,1,22,150,3.0041061,3.1157092146666665,4.484525799999998,467.35638220000055,3.6279796174790864,-0.5057103557182129,35,114
Phy0008FCY_HUMAN,HUMAN,0.8773086999999999,2.00377087987692,3.8814599,8.865244718341426,0.43782885,26,0.43782885,0.43361055384615377,0.6553197,11.2738744,2.7865244311125705,1.0062977511606623,3,22,126,4.7310838,5.063999757936508,9.1154432,638.0639695000001,1.5250593796804852,0.9230636413814172,22,103
Phy00082PI_HUMAN,HUMAN,1.3546757,1.483112338660605,2.8355597,3.1043987709226384,0.9134006,43,0.9134006,0.906558430232558,1.2048134,38.9820125,0.28343420982118506,-0.3679972807942682,8,34,68,2.8833234,3.0324819132352943,4.758519000000001,206.20877009999995,4.47210427330178,0.41686484178445293,11,56
Phy0007ZFQ_HUMAN,HUMAN,0.8049907,0.500377214186983,2.9835432,1.8545519032984064,1.6087677,23,1.6087677,1.6291637782608697,2.5148307,37.4707669,0.8855805702259647,0.35348781565508325,12,10,46,3.63199625,3.467020419565217,4.875927399999999,159.48293930000003,2.4053680915715656,-0.978717466845866,19,26
Phy001R6UR_HUMAN,HUMAN,2.2395019,3.3885018900395383,3.1714669,4.798621329523245,0.6609121,30,0.6609121,0.9241179333333336,1.9665290000000002,27.723538,-0.5690067364653744,0.8297387217640401,4,25,49,3.619966,3.560046459183673,4.523557,174.44227650000005,6.490955009140588,-1.7321673808332194,8,40
Phy000830U_HUMAN,HUMAN,1.6699929,0.8091764194038326,2.5105729,1.216470075935231,2.06381805,46,2.06381805,3.8288599543478257,7.291249,176.12755790000003,-1.7774941164605242,0.4418203876746511,5,40,47,2.9016872000000005,4.587974848936169,8.131829,215.6348179,-1.6996438114697734,0.4334749493804541,5,41
Phy0008GIQ_HUMAN,HUMAN,2.0842989000000003,0.9383499312815771,2.4750899000000004,1.1142837707109692,2.2212384000000003,149,2.2212384000000003,2.1484545644295303,2.6350738,320.11973010000014,4.610709868604504,-2.049845693314213,42,106,150,2.6078689000000006,2.5249225340000008,3.0258648,378.7383800999999,6.6119373282810265,-2.352329158501695,43,106
Phy0008FVM_HUMAN,HUMAN,0.9489037,0.7348631008197807,1.1464457000000001,0.8878463030795475,1.29126595,30,1.29126595,1.3364626900000005,1.9049169000000004,40.0938807,-0.8777551164266968,0.210887806705305,4,25,31,1.4853947,1.4908929903225805,2.1024589,46.21768269999999,0.7077196563017139,-0.5114542631541409,5,25
Phy0008I1W_HUMAN,HUMAN,1.6569173999999998,1.4769288118696444,5.6117904,5.002189564750469,1.1218667999999998,15,1.1218667999999998,1.150100473333333,1.842804,17.251507099999998,7.618272938362927,2.8527837583924085,0,14,28,5.53653555,4.485516228571429,6.3223590000000005,125.5944544,-0.034885467165161284,-1.1167386943049509,1,26
Phy0008HDK_HUMAN,HUMAN,1.0522989,0.8699825689141337,1.1205243999999999,0.9263876414229536,1.2095631999999998,34,1.2095631999999998,1.0171666470588236,1.8988333,34.58366600000001,-0.4752985978160185,-0.796765351743889,5,28,35,1.2748513000000001,1.0563302428571428,1.9670588,36.9715585,-0.6428493976162479,-0.7494961132265707,6,28
Phy00082YG_HUMAN,HUMAN,4.5697229,1.3628547866668157,5.4038179,1.6116117437428907,3.35305195,86,3.35305195,3.431795801162792,6.591352500000002,295.13443890000013,0.9308342648396536,0.7842055919959302,13,72,87,4.185156500000001,4.2264448724137935,7.4254475000000015,367.7007039,1.1044399033376298,0.5095463731728229,13,73
Phy0008EWH_HUMAN,HUMAN,0.7667069999999999,1.2632036278178391,2.31546345,3.8148886473184813,0.6069544,14,0.6069544,0.6313950214285714,0.8473790000000001,8.839530300000002,1.72451273363113,1.4674787277953285,2,11,28,2.3773235,2.599344439285715,4.37290445,72.7816443,1.5056764886985017,-0.5774224894157796,3,24
Phy0008DV2_HUMAN,HUMAN,0.6331566,0.31170053725506264,1.4627761000000001,0.7201189978180204,2.03129775,18,2.03129775,2.2579141222222225,5.1137000000000015,40.6424542,1.0264577903465568,1.051301992382771,1,16,31,1.7805806,2.2267313,5.6667955,69.0286703,1.6450474109920172,1.23096170019603,1,29
Phy00081IS_HUMAN,HUMAN,1.0069129,0.7452084392127816,2.12689275,1.5740968524690475,1.3511829,122,1.3511829,1.4349889893442624,4.775469999999999,175.0686567,2.481838004654617,1.2290192908880715,74,47,138,2.84962115,2.886298533333333,6.30034485,398.3091976,1.9048293014155968,0.24613641885490745,80,57
Phy0008GQZ_HUMAN,HUMAN,1.6580959,1.0749737884942183,3.5059879999999994,2.272995912223936,1.5424524000000002,26,1.5424524000000002,1.5635851538461538,2.213623,40.653214,-0.11000997536658597,-0.2164903570370723,5,20,143,3.0612504999999994,2.8530191181818174,4.2017541,407.9817338999998,1.0490424000792018,-0.9450134236376908,42,100
Phy0008D0P_HUMAN,HUMAN,2.7882435000000005,1.1210398594174746,3.951343500000001,1.5886752938723434,2.4871939000000003,149,2.4871939000000003,2.507217383892617,3.4182119999999987,373.57539019999996,0.17399129203597766,-0.2787977065439695,63,85,150,3.6486116000000006,3.6536026013333336,4.5813120000000005,548.0403901999998,8.966036038976801,-1.721231657695693,63,86
Phy003J1K3_HUMAN,HUMAN,2.9428084,0.9519568378023736,3.1043884,1.0042256793117657,3.0913254500000003,12,3.0913254500000003,2.7949302916666667,4.011991499999999,33.5391635,2.6126006087513955,-1.632631443241746,0,11,13,3.2385029,2.7415156538461534,4.1735715,35.6397035,0.7017675094979325,-1.3433854799114642,1,11
Phy00083V2_HUMAN,HUMAN,1.7074884999999997,1.3525233999015642,1.73310925,1.3728179224696682,1.26244655,22,1.26244655,1.2473677363636364,1.7886329,27.4420902,4.196775558511568,-1.6636152771155341,3,18,23,1.27915685,1.2187551065217392,1.81425365,28.03136745,2.4590837864877253,-1.6032175038986023,4,18
Phy001R4WP_HUMAN,HUMAN,0.6258659000000001,0.7704483536047135,0.9807584,1.2073252346293242,0.81233985,10,0.81233985,0.8024862299999999,1.0235408999999998,8.024862299999999,-0.834106461407508,0.0028268943759515853,6,3,11,1.1665892,1.0844254363636363,1.3784333999999998,11.9286798,2.729829823977421,-1.7670917648685485,7,3
